CIFAR-10
BIM, untargeted
dist, l2, asr, nb_iter, eps, eps_iter, target
l2,0.2868,29.3295,40,20.0,0.01,True
l2,0.2930,36.8228,200,20.0,0.002,True
l2,0.2996,7.7265,1,20.0,0.3,True
l2,0.3147,15.2864,2,20.0,0.2,True
l2,0.3277,26.3766,5,20.0,0.1,True
l2,0.3374,35.4241,50,20.0,0.01,True
l2,0.3465,44.8379,250,20.0,0.002,True
l2,0.3703,31.0169,6,20.0,0.1,True
l2,0.3713,35.7571,20,20.0,0.03,True
l2,0.3763,36.9560,30,20.0,0.02,True
l2,0.3841,40.7083,60,20.0,0.01,True
l2,0.3979,51.3766,300,20.0,0.002,True
l2,0.3993,8.3703,1,20.0,0.4,True
l2,0.4050,24.4671,3,20.0,0.2,True
l2,0.4081,35.3464,7,20.0,0.1,True
l2,0.4281,45.3819,70,20.0,0.01,True
l2,0.4422,38.8988,8,20.0,0.1,True
l2,0.4426,42.6843,20,20.0,0.04,True
l2,0.4531,18.8277,2,20.0,0.3,True
l2,0.4547,45.5040,40,20.0,0.02,True
l2,0.4684,49.6892,80,20.0,0.01,True
l2,0.4748,42.4956,9,20.0,0.1,True
l2,0.4803,32.8153,4,20.0,0.2,True
l2,0.4807,47.3579,30,20.0,0.03,True
l2,0.4933,61.5675,400,20.0,0.002,True
l2,0.5043,45.4152,10,20.0,0.1,True
l2,0.5063,53.6190,90,20.0,0.01,True
l2,0.5226,51.8983,50,20.0,0.02,True
l2,0.5413,56.8717,100,20.0,0.01,True
l2,0.5472,39.0764,5,20.0,0.2,True
l2,0.5592,54.4072,30,20.0,0.04,True
l2,0.5678,55.4840,40,20.0,0.03,True
l2,0.5734,29.4849,3,20.0,0.3,True
l2,0.5802,69.5937,500,20.0,0.002,True
l2,0.5807,57.5821,60,20.0,0.02,True
l2,0.5909,21.2034,2,20.0,0.4,True
l2,0.6046,44.5604,6,20.0,0.2,True
l2,0.6338,62.0337,70,20.0,0.02,True
l2,0.6406,61.7895,50,20.0,0.03,True
l2,0.6518,62.5555,40,20.0,0.04,True
l2,0.6575,49.4671,7,20.0,0.2,True
l2,0.6594,75.8326,600,20.0,0.002,True
l2,0.6711,38.1328,4,20.0,0.3,True
l2,0.6806,66.1523,80,20.0,0.02,True
l2,0.7033,67.0959,60,20.0,0.03,True
l2,0.7040,53.5413,8,20.0,0.2,True
