CIFAR-10
BIM, untargeted
dist, l2, asr, nb_iter, eps, eps_iter, target
l2,1.7326,99.0342,4500,20.0,0.002,True
l2,1.7423,94.0941,60,20.0,0.2,True
l2,1.7488,90.7638,30,20.0,0.3,True
l2,1.7596,98.1461,800,20.0,0.02,True
l2,1.7878,98.0462,600,20.0,0.03,True
l2,1.7962,98.3015,850,20.0,0.02,True
l2,1.8017,53.5080,5,20.0,0.8,True
l2,1.8323,98.4569,900,20.0,0.02,True
l2,1.8371,98.0462,500,20.0,0.04,True
l2,1.8430,87.5444,20,20.0,0.4,True
l2,1.8539,95.0599,70,20.0,0.2,True
l2,1.8664,98.5124,950,20.0,0.02,True
l2,1.8891,98.4014,700,20.0,0.03,True
l2,1.8928,99.1452,6000,20.0,0.002,True
l2,1.8931,97.4245,200,20.0,0.1,True
l2,1.8992,98.6012,1000,20.0,0.02,True
l2,1.9473,99.1452,6600,20.0,0.002,True
l2,1.9571,95.7593,80,20.0,0.2,True
l2,1.9625,59.4250,6,20.0,0.8,True
l2,1.9637,98.5013,600,20.0,0.04,True
l2,1.9645,99.1452,6800,20.0,0.002,True
l2,1.9767,93.6057,40,20.0,0.3,True
l2,1.9805,98.6456,800,20.0,0.03,True
l2,2.0520,96.2922,90,20.0,0.2,True
l2,2.0617,99.1785,8000,20.0,0.002,True
l2,2.0649,98.7789,900,20.0,0.03,True
l2,2.0770,98.7567,700,20.0,0.04,True
l2,2.1083,65.0533,7,20.0,0.8,True
l2,2.1407,96.7584,100,20.0,0.2,True
l2,2.1429,98.8788,1000,20.0,0.03,True
l2,2.1699,94.9267,50,20.0,0.3,True
l2,2.1795,98.8899,800,20.0,0.04,True
l2,2.2015,99.2118,10000,20.0,0.002,True
l2,2.2034,92.7176,30,20.0,0.4,True
l2,2.2115,98.4014,300,20.0,0.1,True
l2,2.2431,69.4605,8,20.0,0.8,True
l2,2.2736,98.9676,900,20.0,0.04,True
l2,2.3397,95.9813,60,20.0,0.3,True
l2,2.3617,99.0453,1000,20.0,0.04,True
l2,2.3691,73.6123,9,20.0,0.8,True
l2,2.4085,99.1341,2000,20.0,0.02,True
l2,2.4689,98.8233,400,20.0,0.1,True
l2,2.4826,99.2784,15000,20.0,0.002,True
l2,2.4867,76.9760,10,20.0,0.8,True
l2,2.4901,96.5808,70,20.0,0.3,True
l2,2.4947,94.9378,40,20.0,0.4,True
l2,2.6270,96.9361,80,20.0,0.3,True
l2,2.6907,98.9676,500,20.0,0.1,True
l2,2.7066,99.3339,20000,20.0,0.002,True
l2,2.7386,96.0369,50,20.0,0.4,True
l2,2.7530,97.2247,90,20.0,0.3,True
l2,2.8194,98.4014,200,20.0,0.2,True
l2,2.8718,97.4467,100,20.0,0.3,True
l2,2.8872,99.1119,600,20.0,0.1,True
l2,2.8982,99.3783,25000,20.0,0.002,True
l2,2.9521,96.8583,60,20.0,0.4,True
l2,3.0620,99.2784,4000,20.0,0.02,True
l2,3.0638,99.1674,700,20.0,0.1,True
l2,3.1421,97.2691,70,20.0,0.4,True
l2,3.2269,99.2229,800,20.0,0.1,True
l2,3.3140,97.5133,80,20.0,0.4,True
l2,3.3195,98.8566,300,20.0,0.2,True
l2,3.3788,99.2562,900,20.0,0.1,True
l2,3.4101,92.4067,20,20.0,0.8,True
l2,3.4741,97.8353,90,20.0,0.4,True
l2,3.5221,99.2784,1000,20.0,0.1,True
l2,3.5320,99.3117,6000,20.0,0.02,True
l2,3.6227,97.9241,100,20.0,0.4,True
l2,3.7280,99.0009,400,20.0,0.2,True
l2,3.7949,98.4236,200,20.0,0.3,True
l2,3.9158,99.3672,8000,20.0,0.02,True
l2,4.0821,99.1119,500,20.0,0.2,True
l2,4.0856,95.7482,30,20.0,0.8,True
l2,4.2460,99.4116,10000,20.0,0.02,True
l2,4.3954,99.1563,600,20.0,0.2,True
l2,4.4751,98.7234,300,20.0,0.3,True
l2,4.6165,96.9583,40,20.0,0.8,True
l2,4.6799,99.1896,700,20.0,0.2,True
l2,4.7880,98.6234,200,20.0,0.4,True
l2,4.9401,99.2229,800,20.0,0.2,True
l2,5.0340,98.9232,400,20.0,0.3,True
l2,5.0534,97.5022,50,20.0,0.8,True
l2,5.1812,99.2229,900,20.0,0.2,True
l2,5.4072,99.2451,1000,20.0,0.2,True
l2,5.4274,97.7464,60,20.0,0.8,True
l2,5.5171,99.0564,500,20.0,0.3,True
l2,5.6404,98.9010,300,20.0,0.4,True
l2,5.7600,97.9574,70,20.0,0.8,True
l2,5.9438,99.1452,600,20.0,0.3,True
l2,6.0615,98.0795,80,20.0,0.8,True
l2,6.3284,99.2007,700,20.0,0.3,True
l2,6.3337,98.9787,400,20.0,0.4,True
l2,6.3404,98.2127,90,20.0,0.8,True
l2,6.5994,98.2793,100,20.0,0.8,True
l2,6.6779,99.2340,800,20.0,0.3,True
l2,6.9267,99.0564,500,20.0,0.4,True
l2,7.0010,99.2673,900,20.0,0.3,True
l2,7.2999,99.2673,1000,20.0,0.3,True
l2,7.4466,99.0786,600,20.0,0.4,True
l2,7.9132,99.1119,700,20.0,0.4,True
l2,8.3346,99.1563,800,20.0,0.4,True
l2,8.5682,98.6679,200,20.0,0.8,True
l2,8.7212,99.1674,900,20.0,0.4,True
l2,9.0796,99.2118,1000,20.0,0.4,True
l2,9.9425,98.8122,300,20.0,0.8,True
l2,11.0110,98.8566,400,20.0,0.8,True
l2,11.8839,98.8899,500,20.0,0.8,True
l2,12.6157,98.9121,600,20.0,0.8,True
l2,13.2424,98.9343,700,20.0,0.8,True
l2,13.7880,98.9676,800,20.0,0.8,True
l2,14.2672,99.0009,900,20.0,0.8,True
l2,14.6905,99.0009,1000,20.0,0.8,True
