CIFAR-10
FGSM, untargeted
dist, l2, asr, eps, target
l2,0.4528,7.6377,0.0082,True
l2,0.4583,7.7043,0.0083,True
l2,0.4638,7.7265,0.0084,True
l2,0.4693,7.7376,0.0085,True
l2,0.4969,7.9263,0.009,True
l2,0.5519,8.1927,0.01,True
l2,0.5794,8.4369,0.0105,True
l2,0.5904,8.5591,0.0107,True
l2,0.5959,8.5924,0.0108,True
l2,0.6069,8.6479,0.011,True
l2,0.6344,8.7589,0.0115,True
l2,0.6618,8.8699,0.012,True
l2,0.6893,8.9809,0.0125,True
l2,0.6948,8.9698,0.0126,True
l2,0.7003,8.9920,0.0127,True
l2,0.7168,9.0586,0.013,True
l2,0.7444,9.1585,0.0135,True
l2,0.7718,9.2473,0.014,True
l2,0.7992,9.3361,0.0145,True
l2,0.8267,9.3694,0.015,True
l2,0.8542,9.5249,0.0155,True
l2,0.8817,9.5915,0.016,True
l2,0.8927,9.6248,0.0162,True
l2,0.8982,9.6581,0.0163,True
l2,0.9092,9.6581,0.0165,True
l2,0.9366,9.7358,0.017,True
l2,0.9641,9.8024,0.0175,True
l2,0.9916,9.8690,0.018,True
l2,1.0191,9.9023,0.0185,True
l2,1.0466,9.9467,0.019,True
l2,1.0741,9.9911,0.0195,True
l2,1.1015,10.0133,0.02,True
l2,1.1015,10.0133,0.02,True
l2,1.1290,10.0688,0.0205,True
l2,1.1565,10.1798,0.021,True
l2,1.1841,10.2464,0.0215,True
l2,1.1951,10.2687,0.0217,True
l2,1.2115,10.3575,0.022,True
l2,1.2390,10.4130,0.0225,True
l2,1.2665,10.4796,0.023,True
l2,1.2938,10.5240,0.0235,True
l2,1.3216,10.5462,0.024,True
l2,1.3490,10.5684,0.0245,True
l2,1.3764,10.5573,0.025,True
l2,1.4039,10.6017,0.0255,True
l2,1.4312,10.5795,0.026,True
l2,1.4585,10.5684,0.0265,True
l2,1.4860,10.5906,0.027,True
l2,1.5133,10.6017,0.0275,True
l2,1.5405,10.6239,0.028,True
l2,1.5678,10.6905,0.0285,True
l2,1.5952,10.6794,0.029,True
l2,1.6221,10.8015,0.0295,True
l2,1.6493,10.8126,0.03,True
l2,1.6766,10.8348,0.0305,True
l2,1.7040,10.9347,0.031,True
l2,1.7309,11.0013,0.0315,True
l2,1.7580,10.9902,0.032,True
l2,1.7853,11.0235,0.0325,True
l2,1.8126,11.0679,0.033,True
l2,1.8399,11.0901,0.0335,True
l2,1.8673,11.1123,0.034,True
l2,1.8946,11.1345,0.0345,True
l2,1.9216,11.1790,0.035,True
l2,1.9490,11.2123,0.0355,True
l2,1.9762,11.1790,0.036,True
l2,2.0035,11.1567,0.0365,True
l2,2.0306,11.1234,0.037,True
l2,2.0582,11.2345,0.0375,True
l2,2.0855,11.2789,0.038,True
l2,2.1126,11.2345,0.0385,True
l2,2.1399,11.2234,0.039,True
l2,2.1667,11.1901,0.0395,True
l2,2.1937,11.2234,0.04,True
l2,2.1937,11.2234,0.04,True
l2,2.2210,11.2456,0.0405,True
l2,2.2481,11.2678,0.041,True
l2,2.2754,11.2234,0.0415,True
l2,2.3027,11.2900,0.042,True
l2,2.3297,11.3122,0.0425,True
l2,2.3568,11.2567,0.043,True
l2,2.3832,11.2900,0.0435,True
l2,2.4104,11.2456,0.044,True
l2,2.4375,11.1901,0.0445,True
l2,2.4643,11.2345,0.045,True
l2,2.4916,11.2789,0.0455,True
l2,2.5188,11.2789,0.046,True
l2,2.5462,11.2678,0.0465,True
l2,2.5734,11.2900,0.047,True
l2,2.6002,11.3122,0.0475,True
l2,2.6272,11.3233,0.048,True
l2,2.6546,11.3455,0.0485,True
l2,2.6814,11.3122,0.049,True
l2,2.7077,11.2900,0.0495,True
l2,2.7349,11.3233,0.05,True
l2,2.7620,11.3011,0.0505,True
l2,2.7893,11.3122,0.051,True
l2,2.8163,11.3566,0.0515,True
l2,2.8432,11.3122,0.052,True
l2,2.8702,11.3344,0.0525,True
l2,2.8971,11.2567,0.053,True
l2,2.9243,11.3344,0.0535,True
l2,2.9515,11.3344,0.054,True
l2,2.9782,11.4010,0.0545,True
l2,3.0055,11.3899,0.055,True
l2,3.0323,11.4010,0.0555,True
l2,3.0595,11.4454,0.056,True
l2,3.0864,11.4232,0.0565,True
l2,3.1140,11.4454,0.057,True
l2,3.1407,11.4565,0.0575,True
l2,3.1682,11.5009,0.058,True
l2,3.1952,11.4343,0.0585,True
l2,3.2223,11.4343,0.059,True
l2,3.2765,11.3455,0.06,True
l2,4.3527,11.5009,0.08,True
l2,5.4153,11.4343,0.1,True
l2,6.4684,11.1123,0.12,True
l2,7.5071,11.2123,0.14,True
l2,8.5360,11.1345,0.16,True
l2,9.5558,10.8459,0.18,True
l2,10.5507,10.6017,0.2,True
l2,11.5308,10.2798,0.22,True
l2,12.4911,10.4352,0.24,True
l2,13.4375,10.3020,0.26,True
l2,14.3552,10.2687,0.28,True
l2,15.2755,10.1354,0.3,True
l2,16.2008,9.9245,0.32,True
l2,17.0726,9.9467,0.34,True
l2,17.9277,9.8579,0.36,True
l2,18.7565,9.8468,0.38,True
l2,19.5609,9.8024,0.4,True
l2,20.3353,9.8024,0.42,True
l2,21.0956,9.7691,0.44,True
l2,21.8295,9.7691,0.46,True
l2,22.5375,9.7802,0.48,True
l2,23.2171,9.7913,0.5,True
l2,26.1833,9.8246,0.6,True
l2,28.4099,9.8468,0.7,True
l2,29.9029,9.8579,0.8,True
l2,30.7185,9.7802,0.9,True
l2,31.0070,9.7469,1.0,True
