ImageNet, 1000
BIM, untargeted
dist, l2, asr, nb_iter, eps, eps_iter, target
l2,391.3372,99.0264,200,50.0,0.05,False
l2,391.3976,99.0264,200,50.0,0.05,False
l2,392.9738,99.0264,201,50.0,0.05,False
l2,394.6380,99.0264,202,50.0,0.05,False
l2,396.2292,99.0264,203,50.0,0.05,False
l2,397.8738,99.0264,204,50.0,0.05,False
l2,399.4412,99.0264,205,50.0,0.05,False
l2,400.7250,99.0264,2000,50.0,0.005,False
l2,401.0771,99.0264,206,50.0,0.05,False
l2,402.7798,99.0264,207,50.0,0.05,False
l2,404.3251,99.0264,208,50.0,0.05,False
l2,405.9642,99.0264,209,50.0,0.05,False
l2,407.5116,99.0264,210,50.0,0.05,False
l2,409.1491,99.0264,211,50.0,0.05,False
l2,410.7878,99.0264,212,50.0,0.05,False
l2,412.3891,99.0264,213,50.0,0.05,False
l2,413.9240,99.0264,214,50.0,0.05,False
l2,415.5826,99.0264,215,50.0,0.05,False
l2,417.1912,99.0264,216,50.0,0.05,False
l2,418.7470,99.0264,217,50.0,0.05,False
l2,420.3245,99.0264,218,50.0,0.05,False
l2,421.9715,99.0264,219,50.0,0.05,False
l2,423.6481,99.0264,220,50.0,0.05,False
l2,425.2973,99.0264,221,50.0,0.05,False
l2,426.3178,99.1655,222,50.0,0.05,False
l2,427.8055,99.1655,223,50.0,0.05,False
l2,429.4981,99.1655,224,50.0,0.05,False
l2,431.0923,99.1655,225,50.0,0.05,False
l2,432.6059,99.1655,226,50.0,0.05,False
l2,434.2207,99.1655,227,50.0,0.05,False
l2,435.8794,99.1655,228,50.0,0.05,False
l2,437.3890,99.1655,229,50.0,0.05,False
l2,438.9660,99.1655,230,50.0,0.05,False
l2,440.5657,99.1655,231,50.0,0.05,False
l2,442.1976,99.1655,232,50.0,0.05,False
l2,443.6686,99.1655,233,50.0,0.05,False
l2,445.3490,99.1655,234,50.0,0.05,False
l2,446.8786,99.1655,235,50.0,0.05,False
l2,448.4838,99.1655,236,50.0,0.05,False
l2,450.0579,99.1655,237,50.0,0.05,False
l2,451.5254,99.1655,238,50.0,0.05,False
l2,453.1205,99.1655,239,50.0,0.05,False
l2,454.8004,99.1655,240,50.0,0.05,False
l2,456.3057,99.1655,241,50.0,0.05,False
l2,457.7969,99.1655,242,50.0,0.05,False
l2,459.3312,99.1655,243,50.0,0.05,False
l2,461.0104,99.1655,244,50.0,0.05,False
l2,462.5337,99.1655,245,50.0,0.05,False
