MNIST
PGD, untargeted
dist, l2, asr, nb_iter, eps, eps_iter, target
l2,4.5000,99.9497,200,4.5,0.02,False
l2,4.5000,100.0000,1000,4.5,0.02,False
l2,4.5000,92.7278,1000,4.5,0.002,False
l2,4.6000,99.9497,200,4.6,0.02,False
l2,4.6000,100.0000,400,4.6,0.02,False
l2,4.6000,100.0000,600,4.6,0.02,False
l2,4.6000,100.0000,800,4.6,0.02,False
l2,4.6000,100.0000,1000,4.6,0.02,False
l2,4.6000,100.0000,1200,4.6,0.02,False
l2,4.6000,100.0000,1600,4.6,0.02,False
l2,4.6000,26.1416,400,4.6,0.002,False
l2,4.6000,58.7910,600,4.6,0.002,False
l2,4.6000,82.5991,800,4.6,0.002,False
l2,4.6000,100.0000,400,4.6,0.2,False
l2,4.6000,100.0000,600,4.6,0.2,False
l2,4.6000,100.0000,800,4.6,0.2,False
l2,4.6000,100.0000,1000,4.6,0.2,False
l2,4.8000,99.9698,200,4.8,0.02,False
l2,4.8000,100.0000,1000,4.8,0.02,False
l2,5.0000,99.9899,200,5.0,0.02,False
l2,5.0000,95.4939,1000,5.0,0.002,False
l2,5.1000,100.0000,400,5.1,0.02,False
l2,5.1000,100.0000,600,5.1,0.02,False
l2,5.1000,100.0000,800,5.1,0.02,False
l2,5.1000,100.0000,1200,5.1,0.02,False
l2,5.1000,100.0000,1600,5.1,0.02,False
l2,5.1000,31.2412,400,5.1,0.002,False
l2,5.1000,66.6968,600,5.1,0.002,False
l2,5.1000,87.2360,800,5.1,0.002,False
l2,5.1000,100.0000,400,5.1,0.2,False
l2,5.1000,100.0000,600,5.1,0.2,False
l2,5.1000,100.0000,800,5.1,0.2,False
l2,5.1000,100.0000,1000,5.1,0.2,False
l2,5.5000,100.0000,200,5.5,0.02,False
l2,5.5000,97.5558,1000,5.5,0.002,False
l2,5.6000,100.0000,400,5.6,0.02,False
l2,5.6000,100.0000,600,5.6,0.02,False
l2,5.6000,100.0000,800,5.6,0.02,False
l2,5.6000,100.0000,1200,5.6,0.02,False
l2,5.6000,100.0000,1600,5.6,0.02,False
l2,5.6000,37.3265,400,5.6,0.002,False
l2,5.6000,73.9690,600,5.6,0.002,False
l2,5.6000,91.5108,800,5.6,0.002,False
l2,5.6000,100.0000,400,5.6,0.2,False
l2,5.6000,100.0000,600,5.6,0.2,False
l2,5.6000,100.0000,800,5.6,0.2,False
l2,5.6000,100.0000,1000,5.6,0.2,False
l2,6.0000,100.0000,200,6.0,0.02,False
l2,6.0000,98.8634,1000,6.0,0.002,False
l2,6.1000,100.0000,400,6.1,0.02,False
l2,6.1000,100.0000,600,6.1,0.02,False
l2,6.1000,100.0000,800,6.1,0.02,False
l2,6.1000,100.0000,1200,6.1,0.02,False
l2,6.1000,100.0000,1600,6.1,0.02,False
l2,6.1000,44.9608,400,6.1,0.002,False
l2,6.1000,80.3259,600,6.1,0.002,False
l2,6.1000,94.8099,800,6.1,0.002,False
l2,6.1000,100.0000,400,6.1,0.2,False
l2,6.1000,100.0000,600,6.1,0.2,False
l2,6.1000,100.0000,800,6.1,0.2,False
l2,6.1000,100.0000,1000,6.1,0.2,False
l2,6.5000,100.0000,200,6.5,0.02,False
l2,6.5000,99.5775,1000,6.5,0.002,False
l2,6.6000,100.0000,400,6.6,0.02,False
l2,6.6000,100.0000,600,6.6,0.02,False
l2,6.6000,100.0000,800,6.6,0.02,False
l2,6.6000,100.0000,1200,6.6,0.02,False
l2,6.6000,100.0000,1600,6.6,0.02,False
l2,6.6000,53.7819,400,6.6,0.002,False
l2,6.6000,86.0089,600,6.6,0.002,False
l2,6.6000,97.0630,800,6.6,0.002,False
l2,6.6000,100.0000,400,6.6,0.2,False
l2,6.6000,100.0000,600,6.6,0.2,False
l2,6.6000,100.0000,800,6.6,0.2,False
l2,6.6000,100.0000,1000,6.6,0.2,False
l2,6.9999,99.7586,1000,7.0,0.002,False
l2,7.0000,100.0000,200,7.0,0.02,False
l2,7.1000,100.0000,400,7.1,0.02,False
l2,7.1000,100.0000,600,7.1,0.02,False
l2,7.1000,100.0000,800,7.1,0.02,False
l2,7.1000,100.0000,1200,7.1,0.02,False
l2,7.1000,100.0000,1600,7.1,0.02,False
l2,7.1000,62.9652,400,7.1,0.002,False
l2,7.1000,90.7162,600,7.1,0.002,False
l2,7.1000,98.4711,800,7.1,0.002,False
l2,7.1000,100.0000,400,7.1,0.2,False
l2,7.1000,100.0000,600,7.1,0.2,False
l2,7.1000,100.0000,800,7.1,0.2,False
l2,7.1000,100.0000,1000,7.1,0.2,False
l2,7.4998,99.9296,1000,7.5,0.002,False
l2,7.4999,100.0000,200,7.5,0.02,False
l2,7.5999,99.3764,800,7.6,0.002,False
l2,7.6000,100.0000,400,7.6,0.02,False
l2,7.6000,100.0000,600,7.6,0.02,False
l2,7.6000,100.0000,800,7.6,0.02,False
l2,7.6000,100.0000,1200,7.6,0.02,False
l2,7.6000,100.0000,1600,7.6,0.02,False
l2,7.6000,71.5852,400,7.6,0.002,False
l2,7.6000,94.4277,600,7.6,0.002,False
l2,7.6000,100.0000,400,7.6,0.2,False
l2,7.6000,100.0000,600,7.6,0.2,False
l2,7.6000,100.0000,800,7.6,0.2,False
l2,7.6000,100.0000,1000,7.6,0.2,False
l2,7.9996,100.0000,1000,8.0,0.002,False
l2,7.9997,100.0000,200,8.0,0.02,False
l2,8.0998,99.8089,800,8.1,0.002,False
l2,8.0999,97.1635,600,8.1,0.002,False
l2,8.1000,100.0000,400,8.1,0.02,False
l2,8.1000,100.0000,600,8.1,0.02,False
l2,8.1000,100.0000,800,8.1,0.02,False
l2,8.1000,100.0000,1200,8.1,0.02,False
l2,8.1000,100.0000,1600,8.1,0.02,False
l2,8.1000,79.5816,400,8.1,0.002,False
l2,8.1000,100.0000,400,8.1,0.2,False
l2,8.1000,100.0000,600,8.1,0.2,False
l2,8.1000,100.0000,800,8.1,0.2,False
l2,8.1000,100.0000,1000,8.1,0.2,False
l2,8.4994,100.0000,1000,8.5,0.002,False
l2,8.5996,99.9497,800,8.6,0.002,False
l2,8.5999,98.5415,600,8.6,0.002,False
l2,8.6000,100.0000,400,8.6,0.02,False
l2,8.6000,100.0000,600,8.6,0.02,False
l2,8.6000,100.0000,800,8.6,0.02,False
l2,8.6000,100.0000,1200,8.6,0.02,False
l2,8.6000,100.0000,1600,8.6,0.02,False
l2,8.6000,86.6727,400,8.6,0.002,False
l2,8.6000,100.0000,400,8.6,0.2,False
l2,8.6000,100.0000,600,8.6,0.2,False
l2,8.6000,100.0000,800,8.6,0.2,False
l2,8.6000,100.0000,1000,8.6,0.2,False
l2,8.9989,100.0000,1000,9.0,0.002,False
l2,9.0993,99.9799,800,9.1,0.002,False
l2,9.0997,99.4568,600,9.1,0.002,False
l2,9.0998,100.0000,400,9.1,0.02,False
l2,9.0999,92.2048,400,9.1,0.002,False
l2,9.1000,100.0000,600,9.1,0.02,False
l2,9.1000,100.0000,800,9.1,0.02,False
l2,9.1000,100.0000,1200,9.1,0.02,False
l2,9.1000,100.0000,1600,9.1,0.02,False
l2,9.1000,100.0000,400,9.1,0.2,False
l2,9.1000,100.0000,600,9.1,0.2,False
l2,9.1000,100.0000,800,9.1,0.2,False
l2,9.1000,100.0000,1000,9.1,0.2,False
l2,9.4983,100.0000,1000,9.5,0.002,False
l2,9.5990,99.9899,800,9.6,0.002,False
l2,9.5996,100.0000,400,9.6,0.02,False
l2,9.5996,99.7988,600,9.6,0.002,False
l2,9.5999,100.0000,600,9.6,0.02,False
l2,9.5999,95.6045,400,9.6,0.002,False
l2,9.6000,100.0000,800,9.6,0.02,False
l2,9.6000,100.0000,1200,9.6,0.02,False
l2,9.6000,100.0000,1600,9.6,0.02,False
l2,9.6000,100.0000,400,9.6,0.2,False
l2,9.6000,100.0000,600,9.6,0.2,False
l2,9.6000,100.0000,800,9.6,0.2,False
l2,9.6000,100.0000,1000,9.6,0.2,False
l2,9.9979,100.0000,1000,10.0,0.002,False
l2,9.9994,99.9296,600,10.0,0.002,False
l2,9.9998,97.3245,400,10.0,0.002,False
l2,11.9987,100.0000,600,12.0,0.002,False
l2,11.9994,99.4066,400,12.0,0.002,False
l2,13.9986,99.9799,600,14.0,0.002,False
l2,13.9987,99.6580,400,14.0,0.002,False
l2,15.7229,99.4971,400,16.0,0.002,False
l2,15.7430,99.9899,600,16.0,0.002,False
l2,15.7528,99.4971,400,18.0,0.002,False
l2,15.7528,99.4971,400,20.0,0.002,False
l2,15.7791,99.9899,600,18.0,0.002,False
l2,15.7791,99.9899,600,20.0,0.002,False

MNIST
PGD, targeted
dist, l2, asr, nb_iter, eps, eps_iter, target
l2,0.1000,0.0552,200,0.1,0.02,True
l2,0.1000,0.0552,400,0.1,0.02,True
l2,0.1000,0.0552,600,0.1,0.02,True
l2,0.1000,0.0552,800,0.1,0.02,True
l2,0.1000,0.0552,1000,0.1,0.02,True
l2,0.1000,0.0552,1200,0.1,0.02,True
l2,0.1000,0.0552,1600,0.1,0.02,True
l2,0.1000,0.0552,400,0.1,0.002,True
l2,0.1000,0.0552,600,0.1,0.002,True
l2,0.1000,0.0552,800,0.1,0.002,True
l2,0.1000,0.0552,1000,0.1,0.002,True
l2,0.1000,0.0442,400,0.1,0.2,True
l2,0.1000,0.0442,600,0.1,0.2,True
l2,0.1000,0.0442,800,0.1,0.2,True
l2,0.1000,0.0442,1000,0.1,0.2,True
l2,0.1500,0.0662,1600,0.15,0.02,True
l2,0.2000,0.1214,400,0.2,0.02,True
l2,0.2000,0.1214,800,0.2,0.02,True
l2,0.2000,0.1214,1000,0.2,0.02,True
l2,0.2000,0.1214,1200,0.2,0.02,True
l2,0.2000,0.1214,1600,0.2,0.02,True
l2,0.3000,0.2429,200,0.3,0.02,True
l2,0.3000,0.2429,400,0.3,0.02,True
l2,0.3000,0.2429,800,0.3,0.02,True
l2,0.3000,0.2429,1000,0.3,0.02,True
l2,0.3000,0.2429,1200,0.3,0.02,True
l2,0.3000,0.2429,1600,0.3,0.02,True
